"","Region","District","FacilityName","Type","Town","Ownership","Latitude","Longitude","newColumn + 42","newColumn"
"1962","Greater Accra","Accra Metropolitan","N M's Dental Clinic","Clinic","Dzorwulu (junction)","Private",5.60828,-0.20689,47.60828,47.60828
"1963","Greater Accra","Accra Metropolitan","Mercy Clinic","Hospital","Mataheko","Private",5.56431,-0.24764,47.56431,47.56431
"1964","Greater Accra","Accra Metropolitan","Mercy Maternity Home & Clinic","Maternity Home","Agege (Glefe near largoon)","Private",5.52609,-0.27449,47.52609,47.52609
"1965","Greater Accra","Tema Metropolitan","Meridian Clinic","Clinic","Tema Community 1","Private",5.64543,-0.0072,47.64543,47.64543
"1966","Greater Accra","Accra Metropolitan","Mission Clinic","Clinic","Caprice (Near carprice hotel)","Private",5.58282,-0.21575,47.58282,47.58282
"1967","Greater Accra","Tema Metropolitan","Narh Bita Hospital","Hospital","Tema Community 4","Private",5.65793,-0.01062,47.65793,47.65793
"1968","Greater Accra","Tema Metropolitan","Dziram Eye Clinic","Clinic","Baatsona","Private",5.65793,-0.01062,47.65793,47.65793
"1969","Greater Accra","Tema Metropolitan","Greehouse Clinic and Diagnostic Centre","Clinic","Spintex road","Private",5.65793,-0.01062,47.65793,47.65793
"1970","Greater Accra","Tema Metropolitan","Narh Bita Nursing Training School","Training Institution","Tema Community 4","Private",5.65793,-0.01062,47.65793,47.65793
"1971","Greater Accra","Ga West","Nashwell Clinic","Clinic","Gbawe","Private",5.5772,-0.28721,47.5772,47.5772
"1972","Greater Accra","Accra Metropolitan","National Cold Room","Others","Korle-bu","Government",5.53797,-0.23342,47.53797,47.53797
"1973","Greater Accra","Accra Metropolitan","Nelleville Clinic","Clinic","Nungua","Private",5.59389,-0.08789,47.59389,47.59389
"1974","Greater Accra","Tema Metropolitan","Nelmax Clinic","Clinic","Lashibi Community 20","Private",5.65273,-0.06999,47.65273,47.65273
"1975","Greater Accra","Tema Metropolitan","Nestle Clinic","Clinic","Tema","Quasi-Government",5.67518,-0.00305,47.67518,47.67518
"1976","Greater Accra","Accra Metropolitan","New Achimota Clinic","Hospital","New Achimota (mile 7)","Private",5.6293,-0.24781,47.6293,47.6293
"1977","Greater Accra","Accra Metropolitan","New Cross Clinic","Clinic","Nima","Private",5.58234,-0.1994,47.58234,47.58234
"1978","Greater Accra","Tema Metropolitan","New Crystal Clinic","Clinic","Ashaiman","Private",5.68671,-0.03317,47.68671,47.68671
"1979","Greater Accra","Tema Metropolitan","New Crystal Clinic","Clinic","Ashaiman","Private",5.68671,-0.03317,47.68671,47.68671
"1980","Greater Accra","Tema Metropolitan","New Edem Maternity Home","Maternity Home","Ashaiman (Nii Amui Park {Manannanyo}","Private",5.69924,-0.03531,47.69924,47.69924
"1981","Greater Accra","Accra Metropolitan","New Town Clinic","Clinic","New Town (Nkasan-Djan junction)","Private",5.59122,-0.20621,47.59122,47.59122
"1982","Greater Accra","Accra Metropolitan","New Town School Dental Clinic","Clinic","New Town ( school compound)","Government",5.58552,-0.21001,47.58552,47.58552
"1983","Greater Accra","Accra Metropolitan","New World Dental Clinic","Clinic","Asylum Down","Private",5.56918,-0.20248,47.56918,47.56918
"1984","Greater Accra","Ga West","Ngleshie Amanfro Community Health Centre","Clinic","Ngleshie Amamfrom","Government",5.53638,-0.41126,47.53638,47.53638
"1985","Greater Accra","Accra Metropolitan","Nightingale Clinic","Hospital","Dansoman (Sahara)","Private",5.55031,-0.26737,47.55031,47.55031
"1986","Greater Accra","Accra Metropolitan","Nima Government Clinic","Clinic","Nima","Government",5.57771,-0.20008,47.57771,47.57771
"1987","Greater Accra","Accra Metropolitan","Nima Highway Specialist Clinic","Clinic","Nima (near Gutter)","Private",5.59007,-0.19605,47.59007,47.59007
"1988","Greater Accra","Accra Metropolitan","North Kaneshie Maternity Home","Maternity Home","Demond (North Kaneshie)","Private",5.58962,-0.2433,47.58962,47.58962
"1989","Greater Accra","Ga West","North Kwashieman Clinic","Clinic","North Kwashieman","Private",5.59432,-0.26869,47.59432,47.59432
"1990","Greater Accra","Ga East","North Legon Hospital","Hospital","North Legon (off Atomic Energy Road)","Private",5.66923,-0.18228,47.66923,47.66923
"1991","Greater Accra","Accra Metropolitan","North Ridge Clinic","Hospital","North Ridge","Private",5.57275,-0.19852,47.57275,47.57275
"1992","Greater Accra","Accra Metropolitan","North Teshie Clinic & Maternity Home","Clinic","Teshie","Private",5.59709,-0.10302,47.59709,47.59709
"1993","Greater Accra","Tema Metropolitan","Nostra Clinic","Clinic","Tema Community 11","Private",5.66398,-0.02705,47.66398,47.66398
"1994","Greater Accra","Ga West","Nsakina CHPS","CHPS","Nsakina","Government",5.65177,-0.32388,47.65177,47.65177
"1995","Greater Accra","Accra Metropolitan","Nungua Community Clinic","Clinic","Nungua","Government",5.5974,-0.07896,47.5974,47.5974
"1996","Greater Accra","Accra Metropolitan","Korle-Bu Nurses Training College","Training Institution","Korle-Bu","Government",5.54027,-0.23095,47.54027,47.54027
"1997","Greater Accra","Accra Metropolitan","Nyaho Medical Centre","Clinic","Airport residential area","Private",5.61486,-0.18514,47.61486,47.61486
"1998","Greater Accra","Accra Metropolitan","Nima Clinic","Clinic","Nima","Private",5.57412,-0.19912,47.57412,47.57412
"1999","Greater Accra","Dangme West","Nyigbenya Clinic","CHPS","Nugbenya","Government",5.83471,0.21885,47.83471,47.83471
"2000","Greater Accra","Tema Metropolitan","Odonkor Clinic","Clinic","Tema Community 8","Private",5.66589,-0.01423,47.66589,47.66589
"2001","Greater Accra","Accra Metropolitan","Odorna Clinic","Clinic","Odorna (Adabraka)","Private",5.55887,-0.21556,47.55887,47.55887
"2002","Greater Accra","Tema Metropolitan","Okanta Memorial Clinic","Clinic","Ashaiman","Private",5.68684,-0.03972,47.68684,47.68684
"2003","Greater Accra","Accra Metropolitan","Oman Clinic","Clinic","Kaneshie (Sports Complex)","Private",5.57508,-0.22694,47.57508,47.57508
"2004","Greater Accra","Tema Metropolitan","Omari Clinic","Clinic","Tema Mataheko","Private",5.77204,-0.00509,47.77204,47.77204
"2005","Greater Accra","Accra Metropolitan","Omni Health Care","Clinic","Dzorwulu","Private",5.61647,-0.19249,47.61647,47.61647
"2006","Greater Accra","Accra Metropolitan","Opoku Ware Clinic","Hospital","Dansoman","Private",5.56451,-0.27354,47.56451,47.56451
"2007","Greater Accra","Accra Metropolitan","Osu Government Maternity Home","Maternity Home","Osu","Government",5.55401,-0.18494,47.55401,47.55401
"2008","Greater Accra","Dangme West","Osudoku Health Centre","Clinic","Asutsuare","Government",6.07519,0.19468,48.07519,48.07519
"2009","Greater Accra","Ga West","Osuwem Community Based Clinic (New site)","Clinic","Osuwem","Government",6.03171,0.17526,48.03171,48.03171
"2010","Greater Accra","Accra Metropolitan","Owusu Medical Centre","Clinic","Alajo (ask at Faith medical centre for direction)","Private",5.59796,-0.21905,47.59796,47.59796
"2011","Greater Accra","Tema Metropolitan","Port Health","clinic","Tema","Government",5.63433,0.00461,47.63433,47.63433
"2012","Greater Accra","Tema Metropolitan","Port Medical Centre","Hospital","Tema Community 1","Private",5.64266,0.00126,47.64266,47.64266
"2013","Greater Accra","Tema Metropolitan","Port Dental Clinic","Clinic","Tema Community 1","Private",5.64266,0.00126,47.64266,47.64266
"2014","Greater Accra","Tema Metropolitan","Nyamebetyere Maternity Home","Maternity Home","Ashaiman Lebanon","Private",5.70281,-0.04369,47.70281,47.70281
"2015","Greater Accra","Accra Metropolitan","Opec Clinic (Teshie Health Centre)","Clinic","Teshie","Government",5.6021,-0.11996,47.6021,47.6021
"2016","Greater Accra","Accra Metropolitan","Nyameadom Maternity Clinic","Maternity Home","Dansoman (before sahara)","Private",5.55206,-0.26433,47.55206,47.55206
"2017","Greater Accra","Ga West","Obom Health Centre","Health Centre","Obom","Government",5.7357,-0.43974,47.7357,47.7357
"2018","Greater Accra","Ga West","Oduman Health Centre","Health Centre","Oduman","Government",5.64171,-0.33028,47.64171,47.64171
"2019","Greater Accra","Accra Metropolitan","Okai Koi Sub Metro Health Directorate","District Health Directorate","Kaneshie","Government",5.57442,-0.23082,47.57442,47.57442
"2020","Greater Accra","Dangme West","Old Ningo Health Centre (Present site)","Health Centre","Old Ningo","Government",5.75161,0.18647,47.75161,47.75161
"2021","Greater Accra","Dangme West","Old Ningo Health Centre (New site)","Health Centre","Old Ningo","Government",5.75161,0.18647,47.75161,47.75161
"2022","Greater Accra","Dangme West","Osuwem Community Based Clinic (Old site)","Clinic","Osuwem","Government",6.03666,0.17579,48.03666,48.03666
"2023","Greater Accra","Tema Metropolitan","Oyibi Health Centre","Health Centre","Oyibi","Private",5.80615,-0.10773,47.80615,47.80615
"2024","Greater Accra","Tema Metropolitan","Oyoko Clinic","Clinic","Adenta Estate","Private",5.70397,-0.15236,47.70397,47.70397
"2025","Greater Accra","Ga East","Pantang Hospital","Hospital","Pantang","Government",5.71511,-0.18802,47.71511,47.71511
"2026","Greater Accra","Ga East","Pantang Nurses Training College","Training Institution","Pantang","Government",5.71554,-0.18749,47.71554,47.71554
"2027","Greater Accra","Accra Metropolitan","Parliament Clinic","Clinic","Osu","Government",5.55668,-0.19011,47.55668,47.55668
"2028","Greater Accra","Accra Metropolitan","Peace Clinic","Clinic","Mataheko","Private",5.59595,-0.24739,47.59595,47.59595
"2029","Greater Accra","Dangme East","Pediator Kope Health Centre","Health Centre","Pediator Kope","Government",5.82202,0.62849,47.82202,47.82202
"2030","Greater Accra","Accra Metropolitan","Peoga Maternity Home","Maternity Home","Nungua","Private",5.6189,-0.08294,47.6189,47.6189
"2031","Greater Accra","Accra Metropolitan","PML Hospital","Hospital","Paladium","Government",5.5446,-0.21302,47.5446,47.5446
"2032","Greater Accra","Accra Metropolitan","Police Hospital","Hospital","Cantoments","Quasi-Government",5.56835,-0.18145,47.56835,47.56835
"2033","Greater Accra","Accra Metropolitan","PPAG Clinic","Clinic","Lartebiokoshie","NGO",5.55042,-0.24156,47.55042,47.55042
"2034","Greater Accra","Dangme West","PPAG Dodowa","Clinic","Dodowa","NGO",5.8809,-0.10713,47.8809,47.8809
"2035","Greater Accra","Dangme West","Prampram Health Centre","Health Centre","Prampram","Government",5.71177,0.11002,47.71177,47.71177
"2036","Greater Accra","Tema Metropolitan","Prilway Specialist Clinic & Labolatory","Clinic","Baba Yara (Madina)","Private",5.68551,-0.1571,47.68551,47.68551
"2037","Greater Accra","Accra Metropolitan","Prince of Peace Maternity Home & Clinic","Maternity Home","Fadama","Private",5.59935,-0.24462,47.59935,47.59935
"2038","Greater Accra","Accra Metropolitan","Queen's Medical Centre","Hospital","Kokomlemle","Private",5.57571,-0.20762,47.57571,47.57571
"2039","Greater Accra","Tema Metropolitan","St Peter's Clinic","Clinic","Tema Community 4","Private",5.6586,-0.0052,47.6586,47.6586
"2040","Greater Accra","Accra Metropolitan","Sunrise Clinic","Clinic","Kaneshie (near mkt)","Private",5.56811,-0.24051,47.56811,47.56811
"2041","Greater Accra","Accra Metropolitan","Tooth Home Clinic","Clinic","Nima (near Police station)","Private",5.57506,-0.20084,47.57506,47.57506
"2042","Greater Accra","Tema Metropolitan","St Minas Clinic","Clinic","Ashaima","Private",5.69411,-0.0279,47.69411,47.69411
"2043","Greater Accra","Ga East","Taifa Medical Centre","Hospital","Taifa","Private",5.6576,-0.25345,47.6576,47.6576
"2044","Greater Accra","Accra Metropolitan","Purswani Memorial Clinic","Clinic","Asylum Down","Private",5.56932,-0.20479,47.56932,47.56932
"2045","Greater Accra","Tema Metropolitan","RCI Mission Clinic","Clinic","Amrahia","CHAG",5.76845,-0.14182,47.76845,47.76845
"2046","Greater Accra","Accra Metropolitan","St Louis Memorial Clinic","Clinic","Nima","Private",5.58289,-0.20117,47.58289,47.58289
"2047","Greater Accra","Tema Metropolitan","Tema Naval Base Clinic","Clinic","Tema New Town","Quasi-Government",5.64838,0.02257,47.64838,47.64838
"2048","Greater Accra","Tema Metropolitan","Universal Bethesda Clinic","Clinic","Ashalebotwe","Private",5.6856,-0.13769,47.6856,47.6856
"2049","Greater Accra","Accra Metropolitan","Korle-Bu School of Hygiene","Training Institution","Korle-Bu","Government",5.53823,-0.2329,47.53823,47.53823
"2050","Greater Accra","Tema Metropolitan","St Florence Clinic","Clinic","Ashaiman","Private",5.68808,-0.03285,47.68808,47.68808
"2051","Greater Accra","Tema Metropolitan","St Mary's Maternity Home","Maternity Home","Tema Community 7","Private",5.65991,-0.01244,47.65991,47.65991
"2052","Greater Accra","Accra Metropolitan","Ussher Polyclinic","Polyclinic","James Town","Government",5.54038,-0.21294,47.54038,47.54038
"2053","Greater Accra","Tema Metropolitan","Provita Specialist Hospital","Hospital","Tema Community 6","Private",5.65216,-0.0198,47.65216,47.65216
"2054","Greater Accra","Accra Metropolitan","Rabito Clinic","Clinic","Osu","Private",5.56549,-0.18028,47.56549,47.56549
"2055","Greater Accra","Tema Metropolitan","Rabito Clinic","Clinic","Tema Community 2","Private",5.6288,-0.01819,47.6288,47.6288
"2056","Greater Accra","Tema Metropolitan","Raphel Clinic (Old site)","Clinic","Tema Community 1","Private",5.64655,-0.00772,47.64655,47.64655
"2057","Greater Accra","Tema Metropolitan","Raphel Clinc (New Site)","clinic","Tema Community 10","Private",5.64655,-0.00772,47.64655,47.64655
"2058","Greater Accra","Tema Metropolitan","Raphel Medical Centre","Health Centre","","Private",5.64655,-0.00772,47.64655,47.64655
"2059","Greater Accra","Tema Metropolitan","RCI Mission Clinic","Clinic","Amrahia","CHAG",5.76845,-0.14182,47.76845,47.76845
"2060","Greater Accra","Ga West","Redeemer's Mission Clinic","Clinic","Pokuase","CHAG",5.68863,-0.28584,47.68863,47.68863
"2061","Greater Accra","Accra Metropolitan","Rehoboth Maternity Home","Maternity Home","Darkuman","Private",5.58754,-0.25108,47.58754,47.58754
"2062","Greater Accra","Accra Metropolitan","Richmond Clinic","Clinic","Zongo (near night mkt)","Private",5.55509,-0.23564,47.55509,47.55509
"2063","Greater Accra","Accra Metropolitan","Ridge Hospital","Hospital","Ridge","Government",5.56238,-0.1987,47.56238,47.56238
"2064","Greater Accra","Tema Metropolitan","Robert Martin Memorial Clinic","Clinic","Ashalebotwe","Private",5.67904,-0.14148,47.67904,47.67904
"2065","Greater Accra","Accra Metropolitan","Rose Clinic","Clinic","Russia","Private",5.55656,-0.25719,47.55656,47.55656
"2066","Greater Accra","Accra Metropolitan","Rosina Memorial Clinic","Clinic","Abofu (Achimota)","Private",5.61416,-0.2263,47.61416,47.61416
"2067","Greater Accra","Tema Metropolitan","Sab Dental Clinic","Clinic","Tema Community 2","Private",5.63467,-0.01416,47.63467,47.63467
"2068","Greater Accra","Tema Metropolitan","Sakumono Community Clinic","Hospital","Sakumano Estate","Private",5.62224,-0.06281,47.62224,47.62224
"2069","Greater Accra","Accra Metropolitan","Salvation Army Urban Aid Clinic","Hospital","Maamobi (near market)","CHAG",5.5947,-0.19169,47.5947,47.5947
"2070","Greater Accra","Ga West","Samala Clinic","Clinic","Mallam","Private",5.57728,-0.30004,47.57728,47.57728
"2071","Greater Accra","Accra Metropolitan","Sape Agbo Memorial Hospital","Hospital","New Town","Private",5.59232,-0.20804,47.59232,47.59232
"2072","Greater Accra","Ga West","Savans Clinic & Maternity Home","Clinic","Weija","Private",5.5745,-0.33829,47.5745,47.5745
"2073","Greater Accra","Accra Metropolitan","Korle-Bu School of Medical Laboratory Technology","Training Institution","Korle-Bu","Government",5.53885,-0.22915,47.53885,47.53885
"2074","Greater Accra","Accra Metropolitan","Korle-Bu School of Radiology","Training Institution","Korle-Bu","Government",5.53764,-0.22591,47.53764,47.53764
"2075","Greater Accra","Dangme East","Sege Health Centre","Health Centre","Sege","Government",5.87531,0.36137,47.87531,47.87531
"2076","Greater Accra","Accra Metropolitan","Shwectzer Clinic","Clinic","Accra","Private",5.54502,-0.20823,47.54502,47.54502
"2077","Greater Accra","Accra Metropolitan","SIC Bob Freeman Clinic","Hospital","Adabraka (near Goil headoffice)","Quasi-Government",5.55408,-0.20889,47.55408,47.55408
"2078","Greater Accra","Tema Metropolitan","SIC Bob Freeman Clinic","Hospital","Adabraka (near Goil headoffice)","Quasi-Government",5.55408,-0.20889,47.55408,47.55408
"2079","Greater Accra","Tema Metropolitan","Sinel Specialist Hospital","Clinic","Tema Community 10","Private",5.65612,-0.01481,47.65612,47.65612
"2080","Greater Accra","Tema Metropolitan","Skin Clinic","Clinic","Tema Community 1","Private",5.65159,-0.00502,47.65159,47.65159
"2081","Greater Accra","Tema Metropolitan","Solace Medical Certical Centre","Health Centre","Ashaiman Community 12","Private",5.67782,-0.02954,47.67782,47.67782
"2082","Greater Accra","Accra Metropolitan","Specialist Hospital & Family Planning Centre","Hospital","Dansoman (SSNIT flats)","Private",5.56507,-0.27309,47.56507,47.56507
"2083","Greater Accra","Tema Metropolitan","SSNIT Clinic","Clinic","Tema Community 2","Quasi-Government",5.6333,-0.01261,47.6333,47.6333
"2084","Greater Accra","Dangme West","St Andrews Catholic Clinic","Clinic","Kordiabe","CHAG",5.92528,0.01798,47.92528,47.92528
"2085","Greater Accra","Accra Metropolitan","St Andrews Clinic","Clinic","Adabraka (near NCR Offices & cinema area)","Private",5.55852,-0.21337,47.55852,47.55852
"2086","Greater Accra","Accra Metropolitan","St Andrews Clinic","Clinic","Roman Ridge","Private",5.55852,-0.21337,47.55852,47.55852
"2087","Greater Accra","Tema Metropolitan","St Anthony's Clinic","Hospital","Tema Community 1","Private",5.64954,-0.00299,47.64954,47.64954
"2088","Greater Accra","Accra Metropolitan","St Bernard Eye Clinic","Clinic","Kokomlemle","Private",5.57409,-0.20761,47.57409,47.57409
"2089","Greater Accra","Tema Metropolitan","St Georges Family Clinic","Clinic","Adenta","Private",5.70263,-0.17056,47.70263,47.70263
"2090","Greater Accra","Accra Metropolitan","St Gloria's Clinic & Maternity Home","Clinic","Agege (Karikari area)","Private",5.53191,-0.26233,47.53191,47.53191
"2091","Greater Accra","Tema Metropolitan","St John's Clinic","Clinic","Tema Manhean","Private",5.65665,0.02827,47.65665,47.65665
"2092","Greater Accra","Accra Metropolitan","St Luke's Clinic","Clinic","Airport residential area","Private",5.6144,-0.17776,47.6144,47.6144
"2093","Greater Accra","Accra Metropolitan","St Martin's Clinic","Clinic","Nima (near gutter )","Private",5.58812,-0.19819,47.58812,47.58812
"2094","Greater Accra","Accra Metropolitan","St Mathew's Clinic","Hospital","New Achimota (mile 7)","Private",5.63286,-0.24057,47.63286,47.63286
"2095","Greater Accra","Accra Metropolitan","St Maurice Maternity Home","Maternity Home","La","Private",5.56542,-0.14468,47.56542,47.56542
"2096","Greater Accra","Tema Metropolitan","St Nicholas Hospital","Hospital","Tema Community 5","Private",5.64811,-0.01317,47.64811,47.64811
"2097","Greater Accra","Tema Metropolitan","Stadium Clinic","Clinic","Osu","Government",5.55119,-0.19382,47.55119,47.55119
"2098","Greater Accra","Ga West","Stand Firm Maternity Home","Maternity Home","Pokuase","Private",5.69443,-0.28026,47.69443,47.69443
"2099","Greater Accra","Ga East","Star Clinic","Clinic","Taifa","Private",5.66222,-0.24995,47.66222,47.66222
"2100","Greater Accra","Accra Metropolitan","Sulemana Memorial Hospital Ltd (formerly Islamic Foundation Clinic)","Hospital","Maamobi","Private",5.59448,-0.19546,47.59448,47.59448
"2101","Greater Accra","Tema Metropolitan","Sulemana Memorial Hospital Ltd (formerly Islamic Foundation Clinic)","Hospital","Maamobi","Private",5.59448,-0.19546,47.59448,47.59448
"2102","Greater Accra","Tema Metropolitan","Sunrise Clinic","Clinic","Kaneshie (near mkt)","Private",5.56811,-0.24051,47.56811,47.56811
"2103","Greater Accra","Accra Metropolitan","Su-san Clinic","Clinic","Sukura","Private",5.55731,-0.24679,47.55731,47.55731
"2104","Greater Accra","Accra Metropolitan","Swan Clinic","Clinic","Adenta","Private",5.6896,-0.17322,47.6896,47.6896
"2105","Greater Accra","Tema Metropolitan","Swan Clinic","Clinic","Osu","Private",5.55438,-0.17184,47.55438,47.55438
"2106","Greater Accra","Tema Metropolitan","Swan Clinic","Clinic","Osu","Private",5.55438,-0.17184,47.55438,47.55438
"2107","Greater Accra","Tema Metropolitan","Swan Clinic","Clinic","Adenta","Private",5.6896,-0.17322,47.6896,47.6896
"2108","Greater Accra","Ga West","Taifa Station Clinic Annex (Theatre Only)","Clinic","Taifa","Private",5.65709,-0.25137,47.65709,47.65709
"2109","Greater Accra","Accra Metropolitan","Tee's Maternity Home","Maternity Home","La","Private",5.57194,-0.14955,47.57194,47.57194
"2110","Greater Accra","Tema Metropolitan","Tema Christian Eye Clinic","Clinic","Tema Community 1","Private",5.64565,-0.00911,47.64565,47.64565
"2111","Greater Accra","Tema Metropolitan","Tema Municipal Health Directorate","District Health Directorate","Tema Community 1","Government",5.63979,-0.00893,47.63979,47.63979
"2112","Greater Accra","Tema Metropolitan","Tema General Hospital","Hospital","Tema","Government",5.67387,-0.02496,47.67387,47.67387
"2113","Greater Accra","Tema Metropolitan","Tema Manhean Health Centre","Health Centre","Tema Manhean","Government",5.64783,0.02428,47.64783,47.64783
"2114","Greater Accra","Tema Metropolitan","Tema Oil Refinary Clinic","Clinic","Tema Heavy Industrial Town","Quasi-Government",5.66575,0.00578,47.66575,47.66575
"2115","Greater Accra","Tema Metropolitan","Tema Polyclinic","Polyclinic","Tema Community 2","Government",5.63556,-0.00667,47.63556,47.63556
"2116","Greater Accra","Tema Metropolitan","Tema Women's Hospital","Hospital","Tema Community 10","Private",5.6656,-0.01902,47.6656,47.6656
"2117","Greater Accra","Accra Metropolitan","Teshie Community Clinic","Clinic","Teshie","Government",5.57696,-0.10644,47.57696,47.57696
"2118","Greater Accra","Tema Metropolitan","The Achimota Clinic","Clinic","Mile 7 (New Achimota)","Government",5.6293,-0.24781,47.6293,47.6293
"2119","Greater Accra","Accra Metropolitan","The Clinic","Clinic","Zongo junction","Private",5.5575,-0.24081,47.5575,47.5575
"2120","Greater Accra","Accra Metropolitan","The Finger of God Maternity Home","Maternity Home","Teshie","Private",5.57678,-0.10985,47.57678,47.57678
"2121","Greater Accra","Tema Metropolitan","The Healing Star Clinic","Clinic","Tema","Private",5.69591,-0.01348,47.69591,47.69591
"2122","Greater Accra","Accra Metropolitan","The King & 1 Eye Clinic","Clinic","East Legon (before America house road)","Private",5.64521,-0.15377,47.64521,47.64521
"2123","Greater Accra","Accra Metropolitan","The Oak Street Clinic","Clinic","Teshie/Nungua","Private",5.59062,-0.09922,47.59062,47.59062
"2124","Greater Accra","Accra Metropolitan","The Rock Hospital","Hospital","Odorkor","Private",5.58483,-0.2627,47.58483,47.58483
"2125","Greater Accra","Tema Metropolitan","The Tema Clinic (West End Specialist Clinic)","Clinic","Tema Community 2","Private",5.62477,-0.01911,47.62477,47.62477
"2126","Greater Accra","Ga West","Trinity Clinic","Clinic","Santamaria","Private",5.6028,-0.3713,47.6028,47.6028
"2127","Greater Accra","Accra Metropolitan","Trust Hospital (SSNIT Hospital)","Hospital","Osu","Quasi-Government",5.56244,-0.18174,47.56244,47.56244
"2128","Greater Accra","Accra Metropolitan","TUC Clinic","Clinic","Adabraka","government",5.5555,-0.20495,47.5555,47.5555
"2129","Greater Accra","Accra Metropolitan","Unicorn Memorial Clinic","Hospital","Teshie","Private",5.57818,-0.11181,47.57818,47.57818
"2130","Greater Accra","Tema Metropolitan","Unilever Clinic","Clinic","Tema Fishing Habour","Private",5.64468,0.00887,47.64468,47.64468
"2131","Greater Accra","Accra Metropolitan","University Hospital (Legon Hospital)","Hospital","Legon","Quasi-Government",5.65141,-0.17794,47.65141,47.65141
"2132","Greater Accra","Accra Metropolitan","University of Ghana Medical School","Training Institution","Korle-Bu","Government",5.53857,-0.22933,47.53857,47.53857
"2133","Greater Accra","Tema Metropolitan","Urban Health Centre","Clinic","Ashaiman Lebanon","Private",5.70798,-0.04613,47.70798,47.70798
"2134","Greater Accra","Tema Metropolitan","Valco Hospital","Hospital","Tema Heavy Industrial Town","Private",5.66886,0.03468,47.66886,47.66886
"2135","Greater Accra","Accra Metropolitan","Vicon Specialist Hospital / Mat home","Hospital","Dansoman (Sahara)","Private",5.5518,-0.26671,47.5518,47.5518
"2136","Greater Accra","Accra Metropolitan","Vic's Maternity Home","Maternity Home","New Town","Private",5.58422,-0.20776,47.58422,47.58422
"2137","Greater Accra","Accra Metropolitan","Victor's Maternity & Child Health Clinic","Maternity Home","Bubuashie","Private",5.52873,-0.23366,47.52873,47.52873
"2138","Greater Accra","Tema Metropolitan","Voice of the Lord Maternity Home & Clinic","Clinic","Lashibi","Private",5.66461,-0.04978,47.66461,47.66461
"2139","Greater Accra","Tema Metropolitan","Volta Clinic","Clinic","Nima","Private",5.58654,-0.19724,47.58654,47.58654
"2140","Greater Accra","Accra Metropolitan","VRA Clinic","Clinic","Osu","Quasi-Government",5.55437,-0.18078,47.55437,47.55437
"2141","Greater Accra","Ga East","We Care Medical centre","Clinic","Madina","Private",5.67844,-0.17433,47.67844,47.67844
"2142","Greater Accra","Tema Metropolitan","White Eagle Clinic","Clinic","Sakumano Estate","Private",5.6242,-0.06929,47.6242,47.6242
"2143","Greater Accra","Accra Metropolitan","White House Clinic","Clinic","Dansoman (Ebenezer rd)","Private",5.5362,-0.26569,47.5362,47.5362
"2144","Greater Accra","Accra Metropolitan","Zoti Clinic","Clinic","Lartebiokorshie (opposite hope sch)","Private",5.54648,-0.23049,47.54648,47.54648
"2145","Greater Accra","Accra Metropolitan","Memorial Clinic","Clinic","5th Bank Lane (Near Bank of Ghana)","Private",5.580728,-0.210467,47.580728,47.580728
"2146","Greater Accra","Accra Metropolitan","James Camp Borstral Clinic","Clinic","Roman Ridge","Quasi-Government",5.580728,-0.210467,47.580728,47.580728
"2147","Greater Accra","Accra Metropolitan","Joana Clinic","Clinic","Kokomlemle","Private",5.580728,-0.210467,47.580728,47.580728
"2148","Greater Accra","Accra Metropolitan","Twumasi-Waah Memorial Hospital","Hospital","East Legon (before America house road)","Private",5.580728,-0.210467,47.580728,47.580728
"2149","Greater Accra","Accra Metropolitan","Eye Link","Clinic","Abelenkpe","Private",5.580728,-0.210467,47.580728,47.580728
"2150","Greater Accra","Accra Metropolitan","Save the Nation Sight","Clinic","Atraco","Private",5.580728,-0.210467,47.580728,47.580728
"2151","Greater Accra","Accra Metropolitan","Family Health Ltd.","Hospital","Teshie","Private",5.580728,-0.210467,47.580728,47.580728
"2152","Greater Accra","Accra Metropolitan","Dental Clinic","Clinic","Teshie/Nungua Estate (branch off at A-Life junction)","Private",5.580728,-0.210467,47.580728,47.580728
"2153","Greater Accra","Accra Metropolitan","North Labone Dental Clinic","Clinic","North Labone","Private",5.580728,-0.210467,47.580728,47.580728
"2154","Greater Accra","Accra Metropolitan","S & S Medical Centre","Clinic","Labadi","Private",5.580728,-0.210467,47.580728,47.580728
"2155","Greater Accra","Accra Metropolitan","Philips Clinic","Clinic","Airport","Private",5.580728,-0.210467,47.580728,47.580728
"2156","Greater Accra","Accra Metropolitan","Teshie Health Assistants Training School","Training Institution","Teshie","Government",5.580728,-0.210467,47.580728,47.580728
"2157","Greater Accra","Accra Metropolitan","C & J Medicare","Hospital","Tudu","Private",5.580728,-0.210467,47.580728,47.580728
"2158","Greater Accra","Accra Metropolitan","Charisma Dental Clinic","Clinic","Osu (Oxford Street)","Private",5.580728,-0.210467,47.580728,47.580728
"2159","Greater Accra","Accra Metropolitan","Nuffield Clinic","Clinic","Osu RE","Private",5.580728,-0.210467,47.580728,47.580728
"2160","Greater Accra","Accra Metropolitan","Executive Health Care Unit","Clinic","Ringway Estate (Angola Rd.)","Private",5.580728,-0.210467,47.580728,47.580728
"2161","Greater Accra","Accra Metropolitan","Spaes Dental Clinic","Clinic","Ringway Estate","Private",5.580728,-0.210467,47.580728,47.580728
